"","ensembl_gene_id","hgnc_symbol","entrezgene_id","chromosome_name","start_position","end_position","strand","ID"
"342","ENSG00000309757","",NA,"9",129476831,129495729,-1,"6812_at"
"343","ENSG00000204054","LINC00963",124900275,"9",129476946,129513769,1,"6812_at"
"344","ENSG00000169760","NLGN1",22871,"3",173396284,174294372,1,"57552_at"
"345","ENSG00000164893","SLC7A13",157724,"8",86214063,86321146,-1,"1875_at"
"346","ENSG00000223813","PRR15-DT",NA,"7",29471325,29685255,-1,"1124_at"
"347","ENSG00000188033","ZNF490",57474,"19",12576100,12640098,-1,"4125_at"
"348","ENSG00000173875","ZNF791",163049,"19",12610918,12633840,1,"4125_at"
"349","ENSG00000163029","SMC6",79677,"2",17663812,17800242,-1,"7447_at"
"350","ENSG00000174469","CNTNAP2",26047,"7",146116002,148420998,1,"2146_at"
"351","ENSG00000310297","",NA,"7",148108998,148155320,-1,"2146_at"
"352","ENSG00000286074","",NA,"4",76147980,76200666,1,"25849_at"
"353","ENSG00000138760","SCARB2",950,"4",76158737,76234536,-1,"25849_at"
"354","ENSG00000258084",NA,NA,"12",78250683,78483030,1,"6857_at"
"355","ENSG00000269982",NA,NA,"3",9958717,9962539,1,"285368_at"
"356","ENSG00000305907",NA,NA,"19",53831821,53837312,1,"770_at"
"357","ENSG00000229140","CCDC26",137196,"8",128634199,129723023,-1,"4609_at"
"358","ENSG00000229140","CCDC26",728724,"8",128634199,129723023,-1,"4609_at"
"359","ENSG00000229140","CCDC26",106144608,"8",128634199,129723023,-1,"4609_at"
"360","ENSG00000175348","TMEM9B",56674,"11",8947202,8965011,-1,"56675_at"
"361","ENSG00000127152","BCL11B",64919,"14",99169287,99272197,-1,"10858_at"
"362","ENSG00000235785","",NA,"14",99262625,99264735,1,"10858_at"
"363","ENSG00000064787","BCAS1",8537,"20",53936777,54070594,-1,"140689_at"
"364","ENSG00000021645","NRXN3",9369,"14",78170373,79868291,1,"9369_at"
"365","ENSG00000156931","VPS8",23355,"3",184812143,185052614,1,"79929_at"
"366","ENSG00000272168","CASC15",105374971,"6",21664164,22660021,1,"6659_at"
"367","ENSG00000203601","LINC00970",NA,"1",168695874,169103307,-1,"5396_at"
"368","ENSG00000293597","LINC00970",101978719,"1",168763354,169103304,-1,"5396_at"
"369","ENSG00000173599","PC",5091,"11",66848417,66958386,-1,"57571_at"
"370","ENSG00000219626","FAM228B",375190,"2",24076526,24169640,1,"2281_at"
"371","ENSG00000276087","",NA,"2",24124366,24190436,1,"2281_at"
"372","ENSG00000272442","",NA,"6",44273194,44378957,1,"441151_at"
"373","ENSG00000249481","SPATS1",221409,"6",44342650,44380179,1,"441151_at"
"374","ENSG00000149124","GLYAT",10249,"11",58640426,58731974,-1,"63901_at"
"375","ENSG00000307338",NA,NA,"15",30801439,30824788,1,"26585_at"
"376","ENSG00000219626","FAM228B",375190,"2",24076526,24169640,1,"9540_at"
"377","ENSG00000276087","",NA,"2",24124366,24190436,1,"9540_at"
"378","ENSG00000151743","AMN1",196394,"12",31671142,31729121,-1,"196394_at"
"379","ENSG00000276058","STMN1P1",NA,"12",31715342,31715781,-1,"196394_at"
"380","ENSG00000288587",NA,NA,"6",31400702,31463705,1,"3106_at"
"381","ENSG00000237233","TMEM26-AS1",NA,"10",61452639,61493433,1,"288_at"
"382","ENSG00000288052","",NA,"10",61493843,61496877,1,"288_at"
"383","ENSG00000295150",NA,NA,"4",79702757,79744345,-1,"306_at"
"384","ENSG00000257398",NA,NA,"12",107809482,107864843,-1,"55530_at"
"385","ENSG00000187699","C2orf88",84281,"2",189879609,190203484,1,"30061_at"
"386","ENSG00000166501","PRKCB",5579,"16",23835983,24220611,1,"5579_at"
"387","ENSG00000197442","MAP3K5",4217,"6",136557046,136793097,-1,"9053_at"
"388","ENSG00000298396",NA,NA,"6",31271075,31356405,1,"3107_at"
"389","ENSG00000176842","IRX5",10265,"16",54930865,54934485,1,"2775_at"
"390","ENSG00000259725","",NA,"16",54931739,54938692,-1,"2775_at"
"391","ENSG00000259711","",NA,"16",54934837,54954671,1,"2775_at"
"392","ENSG00000286836",NA,NA,"2",215178791,215310947,-1,"580_at"
"393","ENSG00000196408","NOXO1",124056,"16",1978917,1984192,-1,"9143_at"
"394","ENSG00000127554","GFER",2671,"16",1984193,1987749,1,"9143_at"
"395","ENSG00000255191","",NA,"11",69985876,70015815,1,"22941_at"
"396","ENSG00000131620","ANO1",55107,"11",69985907,70189530,1,"22941_at"
"397","ENSG00000254605","",NA,"11",70012962,70021059,-1,"22941_at"
"398","ENSG00000164976","MYORG",57462,"9",34366666,34376898,-1,"84688_at"
"399","ENSG00000145431","PDGFC",56034,"4",156760454,156971799,-1,"2983_at"
"400","ENSG00000233791","BTG2-DT",730227,"1",203292301,203321067,-1,"6900_at"
"401","ENSG00000164543","STK17A",9263,"7",43582758,43650713,1,"9263_at"
"402","ENSG00000106603","COA1",55744,"7",43608456,43729717,-1,"9263_at"
"403","ENSG00000100485","SOS2",6655,"14",50117130,50231578,-1,"51062_at"
"404","ENSG00000234244",NA,105376440,"10",18710259,18930908,1,"783_at"
"405","ENSG00000157152","SYN2",6854,"3",12004388,12192032,1,"7079_at"
"406","ENSG00000058404","CAMK2B",816,"7",44210019,44334577,-1,"816_at"
"407","ENSG00000259956","RBM15B",29890,"3",51391285,51397908,1,"1795_at"
"408","ENSG00000145041","DCAF1",9730,"3",51395867,51500015,-1,"1795_at"
"409","ENSG00000085433","WDR47",22911,"1",108970214,109042113,-1,"113802_at"
"410","ENSG00000244716","RPL17P7",NA,"1",108992282,108992836,1,"113802_at"
"411","ENSG00000214922","HLA-F-AS1",285830,"6",29707518,29828496,-1,"3134_at"
"412","ENSG00000290710","HLA-V",352962,"6",29790954,29805501,1,"3134_at"
"413","ENSG00000261548","HLA-P",NA,"6",29800415,29802425,1,"3134_at"
"414","ENSG00000049130","KITLG",4254,"12",88492793,88580851,-1,"490_at"
"415","ENSG00000140386","SCAPER",49855,"15",76347904,76905444,-1,"55466_at"
"416","ENSG00000260916","CCPG1",9236,"15",55340032,55408510,-1,"6938_at"
"417","ENSG00000261771","DNAAF4-CCPG1",100533483,"15",55355248,55498360,-1,"6938_at"
"418","ENSG00000162946","DISC1",27185,"1",231626790,232041272,1,"3775_at"
"419","ENSG00000284708",NA,NA,"1",11623558,11643416,1,"26232_at"
"420","ENSG00000112186","CAP2",10486,"6",17393595,17557780,1,"221662_at"
"421","ENSG00000182504","CEP97",79598,"3",101724534,101770562,1,"55076_at"
"422","ENSG00000211445","GPX3",2878,"5",151020591,151028988,1,"6678_at"
"423","ENSG00000160460","SPTBN4",57731,"19",40466241,40576464,1,"4099_at"
"424","ENSG00000133019","CHRM3",1131,"1",239386565,239915452,1,"23596_at"
"425","ENSG00000108848","LUC7L3",51747,"17",50719565,50756219,1,"3131_at"
"426","ENSG00000100129","EIF3L",51386,"22",37848868,37889407,1,"23492_at"
"427","ENSG00000288098",NA,NA,"X",141934496,142740581,1,"139065_at"
"428","ENSG00000203865","ATP1A1-AS1",84852,"1",116378437,116421301,-1,"55356_at"
"429","ENSG00000067606","PRKCZ",5590,"1",2050411,2185395,1,"5590_at"
"430","ENSG00000226051","ZNF503-AS1",253264,"10",75243548,75373500,1,"818_at"
"431","ENSG00000223695","MYH9-DT",NA,"22",36387774,36424052,1,"57026_at"
"432","ENSG00000293309","PAFAH1B2P2",643711,"12",97644342,97875181,-1,"56899_at"
"433","ENSG00000213121",NA,NA,"6",153231246,153347488,1,"26271_at"
"434","ENSG00000237312",NA,105378066,"6",153304595,153427154,-1,"26271_at"
"435","ENSG00000007001","UPP2",151531,"2",157876679,158136154,1,"130399_at"
"436","ENSG00000125648","SLC25A23",79085,"19",6436079,6465203,-1,"10382_at"
"437","ENSG00000145990","GFOD1",54438,"6",13357830,13487662,-1,"221692_at"
"438","ENSG00000140090","SLC24A4",123041,"14",92322581,92501481,1,"1113_at"
"439","ENSG00000167881","SRP68",6730,"17",76038775,76072517,-1,"4884_at"
"440","ENSG00000156475","PPP2R2B",5521,"5",146580742,147084784,-1,"1809_at"
"441","ENSG00000121390","PSPC1",55269,"13",19674752,19783019,-1,"10804_at"
"442","ENSG00000188312","CENPP",401541,"9",92325953,92620529,1,"54769_at"
"443","ENSG00000151572","ANO4",121601,"12",100717526,101128641,1,"55332_at"
"444","ENSG00000185122","HSF1",3297,"8",144291591,144314720,1,"4062_at"
"445","ENSG00000284744","",NA,"1",6767954,6770038,1,"23261_at"
"446","ENSG00000237436","CAMTA1-DT",NA,"1",6783892,6784843,-1,"23261_at"
"447","ENSG00000171735","CAMTA1",23261,"1",6785454,7769706,1,"23261_at"
"448","ENSG00000227950","",NA,"1",6834333,6834618,-1,"23261_at"
"449","ENSG00000237365","CAMTA1-AS3",127138864,"1",7008376,7014279,-1,"23261_at"
"450","ENSG00000207056","RNU1-8P",NA,"1",7219360,7219524,1,"23261_at"
"451","ENSG00000310450","",NA,"1",7237660,7240057,-1,"23261_at"
"452","ENSG00000237402","CAMTA1-IT1",NA,"1",7312886,7370277,1,"23261_at"
"453","ENSG00000237728","CAMTA1-AS2",NA,"1",7379384,7389915,-1,"23261_at"
"454","ENSG00000294314","",NA,"1",7390031,7411735,1,"23261_at"
"455","ENSG00000225126","CAMTA1-AS1",NA,"1",7440491,7441612,-1,"23261_at"
"456","ENSG00000298973","",NA,"1",7507509,7509131,-1,"23261_at"
"457","ENSG00000306883","",NA,"1",7557505,7558106,-1,"23261_at"
"458","ENSG00000302704","",NA,"1",7583643,7588823,1,"23261_at"
"459","ENSG00000270171","",NA,"1",7693124,7694844,-1,"23261_at"
"460","ENSG00000270035","",NA,"1",7698303,7698872,-1,"23261_at"
"461","ENSG00000269978","",NA,"1",7700704,7702528,-1,"23261_at"
"462","ENSG00000187672","ERC2",26059,"3",55508311,56469095,-1,"26059_at"
"463","ENSG00000170085","SIMC1",375484,"5",176238367,176345991,1,"90249_at"
"464","ENSG00000179242","CDH4",1002,"20",61252261,61940617,1,"1917_at"
"465","ENSG00000142230","SAE1",10055,"19",47113274,47210636,1,"478_at"
"466","ENSG00000124789","NUP153",9972,"6",17615035,17706925,-1,"10486_at"
"467","ENSG00000268101","CYP2G2P",NA,"19",41050449,41062444,-1,"333_at"
"468","ENSG00000115677","HDLBP",3069,"2",241227264,241317061,-1,"547_at"
"469","ENSG00000168385","SEPTIN2",4735,"2",241315100,241354027,1,"547_at"
"470","ENSG00000286588","",NA,"2",241326334,241327039,-1,"547_at"
"471","ENSG00000223374","",NA,"2",241351340,241353104,-1,"547_at"
"472","ENSG00000300208","",NA,"2",241353679,241356134,-1,"547_at"
"473","ENSG00000006607","FARP2",9855,"2",241356285,241494841,1,"547_at"
"474","ENSG00000288080","",105373973,"2",241360871,241372749,-1,"547_at"
"475","ENSG00000188511","MIR3667HG",348645,"22",49414523,49658432,-1,"85358_at"
"476","ENSG00000298026","",NA,"22",49497483,49524386,1,"85358_at"
"477","ENSG00000172845","SP3",6670,"2",173880850,173965373,-1,"83879_at"
"478","ENSG00000169306","IL1RAPL1",11141,"X",28587446,29956718,1,"11141_at"
"479","ENSG00000198678","OR5BS1P",390313,"12",48559882,48562956,1,"23017_at"
"480","ENSG00000181722","ZBTB20",26137,"3",114314500,115147292,-1,"54847_at"
"481","ENSG00000166342","NETO1",81832,"18",72742314,72868146,-1,"4155_at"
"482","ENSG00000263750","MIR548AV",100847083,"18",72853321,72853382,-1,"4155_at"
"483","ENSG00000164535","DAGLB",221955,"7",6409126,6484190,-1,"11014_at"
"484","ENSG00000136240","KDELR2",11014,"7",6445953,6484190,-1,"11014_at"
"485","ENSG00000304504",NA,105379035,"5",73947266,74054445,1,"8507_at"
"486","ENSG00000171517","LPAR3",23566,"1",84811602,84893206,-1,"117178_at"
"487","ENSG00000122254","HS3ST2",9956,"16",22814162,22916338,1,"9956_at"
"488","ENSG00000284999",NA,NA,"6",105679378,105893041,-1,"64208_at"
"489","ENSG00000151917","BEND6",221336,"6",56955107,57027346,1,"221336_at"
"490","ENSG00000091664","SLC17A6",57084,"11",22338381,22379503,1,"57084_at"
"491","ENSG00000203995","ZYG11A",440590,"1",52842511,52894998,1,"2882_at"
"492","ENSG00000278540","ACACA",31,"17",37084992,37406836,-1,"1267_at"
"493","ENSG00000278505","C17orf78",284099,"17",37375985,37392708,1,"1267_at"
"494","ENSG00000287001",NA,NA,"19",50095888,50148304,-1,"341_at"
"495","ENSG00000231170","PDK4-AS1",NA,"7",95545182,95619995,1,"1780_at"
"496","ENSG00000236810","ELOA-AS1",100506963,"1",23706901,23778340,-1,"3399_at"
"497","ENSG00000011007","ELOA",6924,"1",23743448,23762059,1,"3399_at"
"498","ENSG00000111647","BLTP3B",23074,"12",100028455,100142874,-1,"121601_at"
"499","ENSG00000286476",NA,NA,"12",77129178,77163638,1,"89795_at"
"500","ENSG00000005469","CROT",54677,"7",87345664,87399794,1,"10926_at"
"501","ENSG00000148488","ST8SIA6",338596,"10",17315421,17454595,-1,"7431_at"
"502","ENSG00000153975","ZUP1",221302,"6",116635618,116668794,-1,"221294_at"
"503","ENSG00000148848","ADAM12",8038,"10",126012381,126388477,-1,"64077_at"
"504","ENSG00000298587",NA,NA,"2",1773022,1784297,-1,"23040_at"
"505","ENSG00000140718","FTO",79068,"16",53701692,54158512,1,"4313_at"
"506","ENSG00000227579",NA,NA,"1",177392616,177920152,-1,"6646_at"
"507","ENSG00000285539","",NA,"3",42692663,42732922,-1,"57467_at"
"508","ENSG00000244607","CCDC13",152206,"3",42705756,42773253,-1,"57467_at"
"509","ENSG00000280571","",NA,"3",42705756,42804518,-1,"57467_at"
"510","ENSG00000185619","PCGF3",10336,"4",705748,770089,1,"10815_at"
"511","ENSG00000249592","PCGF3-AS1",100129917,"4",760202,781874,-1,"10815_at"
"512","ENSG00000280739","EIF1B-AS1",285266,"3",40061110,40453341,-1,"25924_at"
"513","ENSG00000280739","EIF1B-AS1",440952,"3",40061110,40453341,-1,"25924_at"
"514","ENSG00000280739","ENTPD3-AS1",285266,"3",40061110,40453341,-1,"25924_at"
"515","ENSG00000280739","ENTPD3-AS1",440952,"3",40061110,40453341,-1,"25924_at"
"516","ENSG00000169760","NLGN1",22871,"3",173396284,174294372,1,"64778_at"
"517","ENSG00000167685","ZNF444",55311,"19",56132599,56160893,1,"5653_at"
"518","ENSG00000145526","CDH18",1016,"5",19471296,20575873,-1,"1016_at"
"519","ENSG00000145864","GABRB2",2561,"5",161288429,161549044,-1,"2566_at"
"520","ENSG00000300659","",NA,"5",161491558,161522847,1,"2566_at"
"521","ENSG00000188419","CHM",1121,"X",85861180,86047561,-1,"117154_at"
"522","ENSG00000153558","FBXL2",25827,"3",33277025,33403662,1,"25827_at"
"523","ENSG00000153560","UBP1",7342,"3",33388336,33441371,-1,"25827_at"
"524","ENSG00000288087",NA,NA,"3",161600438,161735399,1,"10051_at"
"525","ENSG00000291336",NA,NA,"6",26123173,26554396,1,"11118_at"
"526","ENSG00000291338",NA,NA,"6",26157122,26533457,1,"11118_at"
"527","ENSG00000300236",NA,NA,"6",26471268,26522387,-1,"11118_at"
"528","ENSG00000054793","ATP9A",10079,"20",51596514,51768390,-1,"7764_at"
"529","ENSG00000068781","STON1-GTF2A1L",286749,"2",48529925,48776517,1,"11037_at"
"530","ENSG00000242441","GTF2A1L",11036,"2",48617798,48733148,1,"11037_at"
"531","ENSG00000279956","",NA,"2",48632291,48755724,-1,"11037_at"
"532","ENSG00000228944","",107986777,"7",24141018,24445270,-1,"4852_at"
"533","ENSG00000122585","NPY",4852,"7",24284188,24291862,1,"4852_at"
"534","ENSG00000144857","BOC",91653,"3",113211003,113287459,1,"29114_at"
"535","ENSG00000259345",NA,NA,"15",38864112,39427195,-1,"51203_at"
"536","ENSG00000296462",NA,NA,"15",39444917,39447762,1,"51203_at"
"537","ENSG00000230537","LINC02937",105379829,"9",90927338,91213102,-1,"1164_at"
"538","ENSG00000235641","LINC00484",100129347,"9",91118361,91183601,1,"1164_at"
"539","ENSG00000303841","",NA,"1",237946966,238061499,1,"1131_at"
"540","ENSG00000230019","YWHAQP9",NA,"1",238107736,238108567,-1,"1131_at"
"541","ENSG00000301680","",NA,"1",238116305,238202833,1,"1131_at"
"542","ENSG00000268754","LINC01081",NA,"16",86220148,86304707,-1,"57338_at"
"543","ENSG00000268532","LINC02135",146513,"16",86286427,86293389,1,"57338_at"
"544","ENSG00000249753",NA,NA,"12",63623788,63795718,-1,"11197_at"
"545","ENSG00000290896",NA,NA,"12",63682523,63746659,-1,"11197_at"
"546","ENSG00000198160","MIER1",57708,"1",66924895,66988619,1,"84251_at"
"547","ENSG00000143190","POU2F1",5451,"1",167220876,167427345,1,"481_at"
"548","ENSG00000239589","LINC00879",255025,"3",94937963,95168351,1,"5627_at"
"549","ENSG00000305777","",NA,"3",94995317,95094936,-1,"5627_at"
"550","ENSG00000137522","RNF121",55298,"11",71929018,71997597,1,"5138_at"
"551","ENSG00000078053","AMPH",273,"7",38383704,38631420,-1,"273_at"
"552","ENSG00000230492",NA,NA,"20",22995409,23030812,-1,"22918_at"
"553","ENSG00000286869",NA,NA,"12",13238537,13278951,-1,"2012_at"
"554","ENSG00000272568","CPVL-AS2",100506497,"7",28955756,29013370,1,"54504_at"
"555","ENSG00000106066","CPVL",54504,"7",28995235,29195451,-1,"54504_at"
"556","ENSG00000163554","SPTA1",6708,"1",158610704,158686715,-1,"57216_at"
"557","ENSG00000119866","BCL11A",53335,"2",60450520,60554467,-1,"53335_at"
"558","ENSG00000285534",NA,NA,"13",109478739,109732157,-1,"1282_at"
"559","ENSG00000310206",NA,NA,"11",9566982,9567250,1,"7465_at"
"560","ENSG00000227906","SNAP25-AS1",NA,"20",10006381,10368848,-1,"6616_at"
"561","ENSG00000132639","SNAP25",6616,"20",10172395,10308258,1,"6616_at"
"562","ENSG00000146038","DCDC2",51473,"6",24171755,24358059,-1,"140767_at"
"563","ENSG00000307617",NA,NA,"18",65506411,65605724,-1,"220164_at"
"564","ENSG00000265217",NA,NA,"18",65606079,65652053,1,"220164_at"
"565","ENSG00000172348","RCAN2",10231,"6",46220736,46491972,-1,"10231_at"
"566","ENSG00000307576","",NA,"6",46276324,46345986,1,"10231_at"
"567","ENSG00000162402","USP24",23358,"1",55066359,55215378,-1,"1718_at"
"568","ENSG00000295014","",105371456,"1",157225321,157279507,-1,"3428_at"
"569","ENSG00000271736","LINC02772",105371455,"1",157273701,157283968,1,"3428_at"
"570","ENSG00000294460","",NA,"1",157287109,157311283,-1,"3428_at"
"571","ENSG00000286073","",NA,"1",157287267,157310655,-1,"3428_at"
"572","ENSG00000007001","UPP2",151531,"2",157876679,158136154,1,"57471_at"
"573","ENSG00000165899","OTOGL",283310,"12",80099537,80380880,1,"8499_at"
"574","ENSG00000133226","SRRM1",10250,"1",24631716,24673281,1,"57185_at"
"575","ENSG00000307307","",NA,"1",24662626,24722787,-1,"57185_at"
"576","ENSG00000101251","SEL1L2",80343,"20",13849247,13996443,-1,"140733_at"
"577","ENSG00000172264","MACROD2",140733,"20",13995369,16053197,1,"140733_at"
"578","ENSG00000230935","RPS3P1",NA,"20",14003508,14003699,1,"140733_at"
"579","ENSG00000234187","AIMP1P1",NA,"20",14127400,14128336,1,"140733_at"
"580","ENSG00000239923","RN7SL864P",NA,"20",14223041,14223325,1,"140733_at"
"581","ENSG00000125848","FLRT3",23767,"20",14322985,14337614,-1,"140733_at"
"582","ENSG00000199570","RNU6-228P",NA,"20",14352320,14352425,1,"140733_at"
"583","ENSG00000287062","",NA,"20",14522081,14523317,-1,"140733_at"
"584","ENSG00000227563","RNF11P2",NA,"20",14547184,14547623,-1,"140733_at"
"585","ENSG00000227927","MACROD2-IT1",140848,"20",14554384,14636524,1,"140733_at"
"586","ENSG00000213950","RPS10P2",NA,"20",14757563,14758056,1,"140733_at"
"587","ENSG00000289572","",NA,"20",14818826,14819308,1,"140733_at"
"588","ENSG00000235914","MACROD2-AS1",100379174,"20",14884250,14929535,-1,"140733_at"
"589","ENSG00000237832","",NA,"20",14933843,14935363,-1,"140733_at"
"590","ENSG00000199803","RNU6-1159P",NA,"20",15021553,15021659,-1,"140733_at"
"591","ENSG00000201180","RNU6-115P",NA,"20",15022852,15022958,1,"140733_at"
"592","ENSG00000222500","RNA5SP475",NA,"20",15280764,15280873,-1,"140733_at"
"593","ENSG00000225181","",NA,"20",15552157,15552885,-1,"140733_at"
"594","ENSG00000224274","ENSAP1",NA,"20",15619494,15619819,-1,"140733_at"
"595","ENSG00000309600","",NA,"20",15627618,15631027,1,"140733_at"
"596","ENSG00000303048","",NA,"20",15699837,15712586,1,"140733_at"
"597","ENSG00000286546","",613266,"20",15884782,15985876,-1,"140733_at"
"598","ENSG00000139044","B4GALNT3",283358,"12",459939,563509,1,"4815_at"
"599","ENSG00000161040","FBXL13",222235,"7",102811189,103074839,-1,"5649_at"
"600","ENSG00000227743",NA,NA,"7",121643334,121832540,-1,"93664_at"
"601","ENSG00000291147",NA,NA,"2",242086099,242176052,1,"666_at"
"602","ENSG00000198216","CACNA1E",777,"1",181317690,181813262,1,"3915_at"
"603","ENSG00000236106",NA,112268411,"2",5708227,5790916,1,"6664_at"
"604","ENSG00000128918","ALDH1A2",8854,"15",57953424,58497866,-1,"302_at"
"605","ENSG00000166035","LIPC",3990,"15",58410569,58569844,1,"302_at"
"606","ENSG00000266288","LINC02974",NA,"18",5381641,5385330,-1,"23136_at"
"607","ENSG00000254567","UBTFL9",NA,"11",49133653,49134800,-1,"2346_at"
"608","ENSG00000086205","FOLH1",2346,"11",49145092,49208638,-1,"2346_at"
"609","ENSG00000172164","SNTB1",6641,"8",120535745,120813273,-1,"5168_at"
"610","ENSG00000182836","PLCXD3",345557,"5",41306952,41510601,-1,"345557_at"
"611","ENSG00000227017","",NA,"7",30166319,30188512,-1,"222166_at"
"612","ENSG00000225907","RPS27P16",NA,"7",30167804,30168004,1,"222166_at"
"613","ENSG00000270829","",NA,"17",35808489,35808897,-1,"7153_at"
"614","ENSG00000270647","TAF15",8148,"17",35809482,35864615,1,"7153_at"
"615","ENSG00000125851","PCSK2",5126,"20",17226107,17484578,1,"5126_at"
"616","ENSG00000285547","",NA,"X",72301691,72572843,-1,"4674_at"
"617","ENSG00000147099","HDAC8",55869,"X",72329516,72573101,-1,"4674_at"
"618","ENSG00000284237","LINC02767",105372883,"1",207909992,207986863,1,"3290_at"
"619","ENSG00000284237","LINC02767",107985253,"1",207909992,207986863,1,"3290_at"
"620","ENSG00000253875",NA,NA,"8",27719961,27758552,1,"55872_at"
"621","ENSG00000305354",NA,NA,"8",102754823,102807125,-1,"83988_at"
"622","ENSG00000145147","SLIT2",9353,"4",20251905,20620561,1,"80333_at"
"623","ENSG00000298620","",NA,"4",20391403,20392082,-1,"80333_at"
"624","ENSG00000248228","SLIT2-IT1",NA,"4",20392132,20394882,1,"80333_at"
"625","ENSG00000158125","XDH",7498,"2",31334321,31414742,-1,"30845_at"
"626","ENSG00000249085","TNPO1-DT",NA,"5",72574098,72816565,-1,"2297_at"
"627","ENSG00000243797",NA,NA,"7",106372251,106775784,-1,"5577_at"
"628","ENSG00000267052",NA,102724339,"7",106569876,106598908,-1,"5577_at"
"629","ENSG00000198216","CACNA1E",777,"1",181317690,181813262,1,"23057_at"
"630","ENSG00000270460",NA,NA,"2",173532774,173814677,1,"11069_at"
"631","ENSG00000070808","CAMK2A",815,"5",150219491,150290093,-1,"91975_at"
"632","ENSG00000101333","PLCB4",5332,"20",9067825,9504593,1,"57144_at"
"633","ENSG00000306143",NA,NA,"4",20206165,20252493,-1,"9353_at"
"634","ENSG00000289847",NA,NA,"6",110523815,110566635,-1,"8936_at"
"635","ENSG00000072858","SIDT1",54847,"3",113532555,113629714,1,"4345_at"
"636","ENSG00000225421",NA,NA,"2",198493123,198772356,-1,"5334_at"
"637","ENSG00000065534","MYLK",4638,"3",123610049,123884332,-1,"83666_at"
"638","ENSG00000148219","ASTN2",23245,"9",116423112,117415070,-1,"3371_at"
"639","ENSG00000299752",NA,NA,"7",87235736,87319218,-1,"154661_at"
"640","ENSG00000214922","HLA-F-AS1",285830,"6",29707518,29828496,-1,"4340_at"
"641","ENSG00000204642","HLA-F",3134,"6",29722775,29738528,1,"4340_at"
"642","ENSG00000273340","MICE",NA,"6",29741731,29748969,-1,"4340_at"
"643","ENSG00000171723","GPHN",10243,"14",66507407,67181803,1,"57475_at"
"644","ENSG00000307479","",105370538,"14",67072688,67189332,-1,"57475_at"
"645","ENSG00000278156","TSC22D1-AS1",641467,"13",44575766,44755728,1,"386618_at"
"646","ENSG00000142875","PRKACB",5567,"1",84078062,84238498,1,"79739_at"
"647","ENSG00000111602","TIMELESS",8914,"12",56416363,56449426,-1,"1019_at"
"648","ENSG00000196090","PTPRT",11122,"20",42072752,43189970,-1,"80336_at"
"649","ENSG00000080986","NDC80",10403,"18",2571557,2616635,1,"10403_at"
"650","ENSG00000214954","LRRC69",100130742,"8",91101832,91219257,1,"793_at"
"651","ENSG00000294511",NA,NA,"4",186723937,186821108,1,"8470_at"
"652","ENSG00000294559",NA,124900875,"4",186737345,186759641,-1,"8470_at"
"653","ENSG00000147614","ATP6V0D2",245972,"8",85987323,86154225,1,"138046_at"
"654","ENSG00000297123",NA,NA,"5",82787979,82927289,1,"1462_at"
"655","ENSG00000248112",NA,105379051,"5",82850942,83011784,-1,"1462_at"
"656","ENSG00000171587","DSCAM",1826,"21",40010999,40847158,-1,"5121_at"
"657","ENSG00000263973","MIR4760",100616148,"21",40212352,40212431,-1,"5121_at"
"658","ENSG00000169946","ZFPM2",23414,"8",104590733,105804539,1,"9699_at"
"659","ENSG00000254687",NA,NA,"8",53177571,53242683,1,"9705_at"
"660","ENSG00000099308","MAST3",23031,"19",18097778,18151692,1,"10437_at"
"661","ENSG00000269145","MAST3-AS1",NA,"19",18144522,18151691,-1,"10437_at"
"662","ENSG00000083067","TRPM3",80036,"9",70529060,71446977,-1,"8395_at"
"663","ENSG00000145934","TENM2",57451,"5",166979029,168264157,1,"57451_at"
"664","ENSG00000169291","SHE",126669,"1",154469772,154502412,-1,"79957_at"
"665","ENSG00000273110","",NA,"1",154480012,154481501,1,"79957_at"
"666","ENSG00000117245","KIF17",57576,"1",20664014,20718017,-1,"55450_at"
"667","ENSG00000138449","SLC40A1",30061,"2",189560590,189583758,-1,"1281_at"
"668","ENSG00000289578",NA,124901737,"7",121450425,121516151,-1,"5803_at"
"669","ENSG00000302485",NA,NA,"7",121480322,121489807,1,"5803_at"
"670","ENSG00000111247","RAD51AP1",10635,"12",4538798,4560047,1,"10635_at"
"671","ENSG00000300001","",NA,"2",215922666,215936385,1,"2335_at"
"672","ENSG00000226276","",NA,"2",215939308,215941719,-1,"2335_at"
"673","ENSG00000118242","MREG",55686,"2",215942584,216034096,-1,"2335_at"
"674","ENSG00000283228","",NA,"2",151802651,151973949,-1,"9111_at"
"675","ENSG00000182389","CACNB4",785,"2",151832771,152099167,-1,"9111_at"
"676","ENSG00000271860",NA,101927314,"6",97283268,98463102,1,"114792_at"
"677","ENSG00000119596","YLPM1",56252,"14",74763316,74859435,1,"2353_at"
"678","ENSG00000291111","",NA,"6",33112409,33141221,1,"3113_at"
"679","ENSG00000301948","",105375021,"6",33130740,33143600,-1,"3113_at"
"680","ENSG00000237398","HLA-DPA3",NA,"6",33131216,33143325,-1,"3113_at"
"681","ENSG00000175787","ZNF169",169841,"9",94259298,94303967,1,"1842_at"
"682","ENSG00000106804","C5",727,"9",120932987,121075195,-1,"1620_at"
"683","ENSG00000250349",NA,NA,"X",37349330,38687674,1,"8406_at"
"684","ENSG00000298012",NA,NA,"X",37888698,37896849,1,"8406_at"
