"source","target","weight"
"FN1","ITGA7",0.892
"COL6A6","ITGA7",0.738
"DMD","ITGA7",0.707
"ADAM12","ITGA7",0.713
"ITGA7","SPP1",0.724
"ITGA7","LAMA2",0.906
"ITGA7","TLN2",0.835
"ITIH5","PRELP",0.7
"INPP4B","ITPK1",0.9
"ITPR1","PDK4",0.825
"ITPR1","RORA",0.914
"ANK3","ITPR1",0.946
"HSPA5","ITPR1",0.782
"BRCA1","ITPR1",0.822
"HOMER1","ITPR1",0.95
"ANK2","ITPR1",0.986
"ITSN1","RHOQ",0.854
"EPN3","ITSN1",0.97
"ITSN1","RHOJ",0.755
"BIN1","ITSN1",0.891
"ITSN1","RABIF",0.861
"JAM2","OCLN",0.734
"JUN","NFE2L3",0.727
"JUN","MAPK13",0.968
"JUN","NR3C1",0.961
"H4C6","JUN",0.775
"FOSB","JUN",0.999
"JUN","KLF2",0.72
"FOXA1","JUN",0.817
"JUN","PXDN",0.74
"CDH1","JUN",0.755
"JUN","MAPK6",0.846
"JUN","SMAD2",0.925
"EP300","JUN",0.999
"EPAS1","JUN",0.716
"JUN","MECOM",0.734
"JUN","TP53",0.997
"ERBB2","JUN",0.759
"EGFR","JUN",0.871
"BUB1B","JUN",0.914
"JUN","PPARG",0.849
"IRS1","JUN",0.701
"FOS","JUN",0.999
"CXCL8","JUN",0.987
"EZH2","JUN",0.852
"JUN","MAF",0.993
"JUN","NRIP1",0.793
"JUN","SFN",0.934
"JUN","STAT5A",0.721
"JUN","SMAD4",0.989
"CREB5","JUN",0.971
"JUN","STAT1",0.91
"JUN","MUC1",0.714
"JUN","TFAP2A",0.758
"JUN","PTEN",0.775
"CDK1","JUN",0.778
"HRAS","JUN",0.778
"CDKN2A","JUN",0.779
"FOXO1","JUN",0.792
"BRCA1","JUN",0.794
"BCL6","JUN",0.814
"JUN","MMP9",0.866
"JUN","MAP3K1",0.872
"CEBPA","JUN",0.886
"GATA3","JUN",0.897
"JUN","NCOA1",0.965
"JUN","RUNX2",0.968
"JUN","MYC",0.97
"ESR1","JUN",0.999
"KANK1","TLN2",0.977
"KCNAB1","KCNB1",0.858
"KCNAB1","KCNS3",0.811
"KCNAB1","KCNB1",0.858
"KCNB1","KCNS3",0.964
"CASQ2","KCNJ2",0.756
"AKAP9","KCNJ2",0.776
"KCNJ2","SCN4B",0.856
"KCNN4","KCNU1",0.954
"KCNB1","KCNS3",0.964
"KCNAB1","KCNS3",0.811
"KCNN4","KCNU1",0.954
"KCTD15","NEGR1",0.933
"KCTD15","TFAP2B",0.836
"KCTD15","TFAP2A",0.863
"FTO","KCTD15",0.866
"EZH2","KDM5B",0.845
"KDM5B","PAX9",0.876
"ESR1","KDM5B",0.714
"KDM5B","MYC",0.966
"KDM6A","SIX4",0.784
"H4C6","KDM6A",0.827
"EP300","KDM6A",0.902
"KDM6A","TP53",0.71
"ATM","KDM6A",0.712
"EZH2","KDM6A",0.965
"KDM6A","SMARCA4",0.848
"H2BC12","KDM6A",0.705
"H2BC21","KDM6A",0.783
"KDM6A","KLF4",0.724
"H2AC6","KDM6A",0.7
"H2BC9","KDM6A",0.701
"EZH1","KDM6A",0.78
"KIF11","TRIP13",0.789
"AURKA","KIF11",0.972
"KIF11","OIP5",0.873
"KIF11","RAD51AP1",0.864
"DLGAP5","KIF11",0.997
"E2F8","KIF11",0.87
"KIF11","NCAPG",0.975
"CCNB1","KIF11",0.966
"KIF11","KIF23",0.994
"KIF11","TRAF4",0.701
"KIF11","UHRF1",0.708
"KIF11","TYMS",0.726
"HELLS","KIF11",0.746
"KIF11","KNL1",0.759
"KIF11","TK1",0.761
"EXO1","KIF11",0.772
"CDC45","KIF11",0.78
"CENPN","KIF11",0.796
"CHEK1","KIF11",0.801
"DEPDC1","KIF11",0.839
"CDCA5","KIF11",0.844
"KIF11","MCM2",0.848
"CDKN3","KIF11",0.848
"DTL","KIF11",0.85
"ATR","KIF11",0.854
"FANCI","KIF11",0.856
"KIF11","ZWILCH",0.857
"KIF11","PCLAF",0.857
"KIF11","PTTG1",0.859
"KIF11","SHCBP1",0.863
"KIF11","MCM4",0.874
"ECT2","KIF11",0.891
"KIF11","UBE2C",0.916
"CDCA3","KIF11",0.922
"KIF11","SMC4",0.927
"HMMR","KIF11",0.928
"KIF11","ZWINT",0.928
"KIF11","KIF14",0.93
"KIF11","MKI67",0.931
"FOXM1","KIF11",0.934
"KIF11","MELK",0.941
"CCNB2","KIF11",0.944
"ANLN","KIF11",0.947
"KIF11","RRM2",0.947
"KIF11","KIF4A",0.952
"KIF11","SPAG5",0.954
"KIF11","PBK",0.955
"BIRC5","KIF11",0.957
"KIF11","NEK2",0.959
"CDCA8","KIF11",0.964
"KIF11","TPX2",0.965
"KIF11","KIF2C",0.968
"KIF11","NDC80",0.972
"KIF11","PRC1",0.972
"CENPF","KIF11",0.972
"KIF11","MAD2L1",0.973
"KIF11","NUSAP1",0.974
"KIF11","NUF2",0.975
"KIF11","TOP2A",0.975
"CCNA2","KIF11",0.978
"KIF11","KIF20A",0.98
"KIF11","KIF15",0.983
"KIF11","TTK",0.984
"BUB1","KIF11",0.985
"CDC20","KIF11",0.987
"CDK1","KIF11",0.987
"CENPE","KIF11",0.988
"ASPM","KIF11",0.989
"BUB1B","KIF11",0.994
"CEP55","KIF11",0.997
"KIF14","TRIP13",0.744
"DLGAP5","KIF14",0.933
"KIF14","NCAPG",0.924
"CCNB1","KIF14",0.861
"KIF14","KIF23",0.958
"KIF11","KIF14",0.93
"KIF14","NDC80",0.736
"CENPE","KIF14",0.851
"ANLN","KIF14",0.828
"KIF14","NUF2",0.872
"CDCA5","KIF14",0.728
"BUB1B","KIF14",0.878
"KIF14","MELK",0.854
"KIF14","TPX2",0.903
"BIRC5","KIF14",0.741
"BUB1","KIF14",0.817
"KIF14","SHCBP1",0.738
"KIF14","SPAG5",0.724
"KIF14","KIF15",0.931
"KIF14","SMC4",0.785
"FOXM1","KIF14",0.751
"EXO1","KIF14",0.714
"CENPF","KIF14",0.959
"KIF14","NEK2",0.882
"ECT2","KIF14",0.761
"KIF14","PBK",0.779
"CDCA8","KIF14",0.83
"CCNA2","KIF14",0.85
"HMMR","KIF14",0.853
"DEPDC1","KIF14",0.873
"KIF14","MKI67",0.894
"CDK1","KIF14",0.895
"KIF14","NUSAP1",0.899
"KIF14","KIF2C",0.901
"KIF14","TTK",0.904
"KIF14","KIF4A",0.921
"KIF14","TOP2A",0.927
"CEP55","KIF14",0.943
"ASPM","KIF14",0.963
"KIF14","KIF20A",0.973
"KIF14","PRC1",0.986
"AURKA","KIF15",0.725
"KIF15","OIP5",0.801
"KIF15","RAD51AP1",0.765
"KIF15","MND1",0.797
"DLGAP5","KIF15",0.937
"E2F8","KIF15",0.8
"KIF15","NCAPG",0.919
"CCNB1","KIF15",0.916
"KIF15","KIF23",0.893
"KIF11","KIF15",0.983
"KIF15","NDC80",0.9
"CENPE","KIF15",0.932
"KIF15","NUF2",0.936
"BUB1B","KIF15",0.923
"CCNB2","KIF15",0.828
"KIF15","MELK",0.868
"KIF15","PCLAF",0.797
"KIF15","TPX2",0.948
"BIRC5","KIF15",0.835
"BUB1","KIF15",0.923
"KIF15","SPAG5",0.86
"CDKN3","KIF15",0.727
"EXO1","KIF15",0.73
"KIF15","PTTG1",0.746
"KIF15","PRC1",0.782
"CDC45","KIF15",0.788
"CDCA3","KIF15",0.788
"KIF15","ZWINT",0.793
"FOXM1","KIF15",0.8
"DTL","KIF15",0.807
"KIF15","NEK2",0.823
"CDC20","KIF15",0.836
"KIF15","UBE2C",0.844
"DEPDC1","KIF15",0.854
"CDK1","KIF15",0.856
"KIF15","SMC4",0.86
"CCNA2","KIF15",0.873
"KIF15","PBK",0.873
"CEP55","KIF15",0.893
"HMMR","KIF15",0.901
"CDCA8","KIF15",0.902
"KIF15","KIF4A",0.917
"KIF15","NUSAP1",0.926
"KIF14","KIF15",0.931
"KIF15","MKI67",0.935
"KIF15","KIF20A",0.942
"KIF15","KIF2C",0.945
"KIF15","TOP2A",0.955
"CENPF","KIF15",0.959
"KIF15","TTK",0.961
"ASPM","KIF15",0.971
"KIF20A","TRIP13",0.913
"AURKA","KIF20A",0.936
"KIF20A","OIP5",0.817
"KIF20A","RAD51AP1",0.783
"DLGAP5","KIF20A",0.97
"E2F8","KIF20A",0.722
"KIF20A","PIMREG",0.829
"KIF20A","NCAPG",0.958
"CCNB1","KIF20A",0.954
"KIF20A","KIF23",0.958
"KIF11","KIF20A",0.98
"KIF20A","LMNB1",0.731
"KIF20A","NDC80",0.896
"KIF20A","MCM4",0.824
"CENPE","KIF20A",0.967
"ANLN","KIF20A",0.949
"KIF20A","NUF2",0.955
"CDCA5","KIF20A",0.88
"BUB1B","KIF20A",0.977
"CCNB2","KIF20A",0.938
"KIF20A","MAD2L1",0.913
"KIF20A","MELK",0.929
"KIF20A","PCLAF",0.826
"KIF20A","TPX2",0.972
"BIRC5","KIF20A",0.973
"BUB1","KIF20A",0.959
"KIF20A","SHCBP1",0.722
"KIF20A","SPAG5",0.925
"KIF15","KIF20A",0.942
"CDKN3","KIF20A",0.835
"KIF20A","SMC4",0.815
"FOXM1","KIF20A",0.944
"KIF20A","UBE2C",0.961
"KIF20A","RRM2",0.935
"IQGAP3","KIF20A",0.773
"CENPF","KIF20A",0.96
"KIF20A","NEK2",0.948
"KIF14","KIF20A",0.973
"ASPM","KIF20A",0.975
"KIF20A","MKI67",0.925
"KIF20A","TTK",0.923
"CEP55","KIF20A",0.962
"KIF20A","KIF2C",0.973
"CDC20","KIF20A",0.981
"CDCA8","KIF20A",0.98
"KIF20A","ZWINT",0.887
"KIF20A","KIF4A",0.992
"ECT2","KIF20A",0.922
"HMMR","KIF20A",0.909
"KIF20A","PTTG1",0.9
"KIF20A","PRC1",0.937
"GTSE1","KIF20A",0.753
"KIF20A","UHRF1",0.764
"KIF20A","TK1",0.791
"CDC45","KIF20A",0.797
"DEPDC1","KIF20A",0.9
"FAM83D","KIF20A",0.925
"CDCA3","KIF20A",0.93
"KIF20A","PBK",0.955
"KIF20A","NUSAP1",0.956
"CDK1","KIF20A",0.958
"CCNA2","KIF20A",0.974
"KIF20A","TOP2A",0.974
"KIF23","TRIP13",0.779
"AURKA","KIF23",0.924
"DLGAP5","KIF23",0.951
"KIF23","NCAPG",0.949
"CCNB1","KIF23",0.922
"BRCA1","KIF23",0.713
"KIF23","MCM2",0.733
"KIF23","KNL1",0.762
"KIF23","NME7",0.762
"KIF23","RRM2",0.763
"KIF23","STARD13",0.777
"KIF23","MCM4",0.778
"KIF23","KPNA2",0.778
"FOXM1","KIF23",0.789
"KIF23","NEK2",0.793
"CDC20","KIF23",0.797
"CDCA5","KIF23",0.799
"KIF23","SMC4",0.801
"CDC45","KIF23",0.803
"KIF23","MAD2L1",0.821
"KIF23","TTK",0.833
"KIF23","UBE2C",0.834
"DEPDC1","KIF23",0.865
"KIF23","NDC80",0.866
"KIF23","ZWINT",0.868
"KIF23","MKI67",0.88
"KIF23","PBK",0.884
"BIRC5","KIF23",0.885
"CDCA3","KIF23",0.886
"HMMR","KIF23",0.889
"KIF15","KIF23",0.893
"KIF23","NUSAP1",0.9
"KIF23","MELK",0.906
"KIF23","TPX2",0.906
"KIF23","NUF2",0.912
"CDK1","KIF23",0.914
"CCNA2","KIF23",0.914
"KIF23","KIF2C",0.917
"BUB1B","KIF23",0.926
"KIF23","TOP2A",0.927
"CENPF","KIF23",0.93
"CCNB2","KIF23",0.937
"CDCA8","KIF23",0.954
"KIF23","KIF4A",0.955
"KIF20A","KIF23",0.958
"BUB1","KIF23",0.958
"KIF14","KIF23",0.958
"KIF23","SHCBP1",0.965
"CENPE","KIF23",0.969
"CEP55","KIF23",0.975
"ASPM","KIF23",0.987
"ANLN","KIF23",0.989
"KIF23","PRC1",0.992
"KIF11","KIF23",0.994
"ECT2","KIF23",0.999
"KIF2C","TRIP13",0.811
"AURKA","KIF2C",0.975
"KIF2C","OIP5",0.866
"DLGAP5","KIF2C",0.975
"E2F8","KIF2C",0.772
"KIF2C","NCAPG",0.933
"CCNB1","KIF2C",0.966
"KIF23","KIF2C",0.917
"KIF11","KIF2C",0.968
"KIF2C","NDC80",0.934
"CENPE","KIF2C",0.988
"ANLN","KIF2C",0.821
"KIF2C","NUF2",0.935
"CDCA5","KIF2C",0.893
"BUB1B","KIF2C",0.991
"CCNB2","KIF2C",0.971
"KIF2C","MAD2L1",0.927
"KIF2C","MELK",0.935
"KIF2C","PCLAF",0.766
"KIF2C","TPX2",0.999
"BIRC5","KIF2C",0.972
"BUB1","KIF2C",0.994
"KIF2C","SPAG5",0.926
"KIF15","KIF2C",0.945
"CDKN3","KIF2C",0.791
"KIF2C","KNL1",0.717
"FOXM1","KIF2C",0.888
"KIF2C","UBE2C",0.954
"KIF2C","SGO2",0.939
"KIF2C","RRM2",0.758
"EXO1","KIF2C",0.764
"CENPF","KIF2C",0.985
"KIF2C","NEK2",0.92
"KIF14","KIF2C",0.901
"ASPM","KIF2C",0.936
"KIF2C","MKI67",0.892
"BUB3","KIF2C",0.762
"KIF2C","TTK",0.955
"CEP55","KIF2C",0.948
"BRCA1","KIF2C",0.706
"ECT2","KIF2C",0.717
"CENPN","KIF2C",0.727
"CKS2","KIF2C",0.732
"CHEK1","KIF2C",0.738
"GTSE1","KIF2C",0.754
"KIF2C","ZWINT",0.827
"DEPDC1","KIF2C",0.83
"HMMR","KIF2C",0.868
"KIF2C","PTTG1",0.875
"CDC45","KIF2C",0.892
"KIF2C","PBK",0.909
"CDCA3","KIF2C",0.93
"KIF2C","TOP2A",0.937
"KIF2C","NUSAP1",0.943
"KIF2C","PRC1",0.944
"KIF2C","KIF4A",0.947
"CCNA2","KIF2C",0.949
"CDK1","KIF2C",0.972
"KIF20A","KIF2C",0.973
"CDCA8","KIF2C",0.977
"CDC20","KIF2C",0.995
"KIF4A","TRIP13",0.76
"AURKA","KIF4A",0.885
"KIF4A","RAD51AP1",0.795
"DLGAP5","KIF4A",0.962
"KIF4A","NCAPG",0.934
"CCNB1","KIF4A",0.931
"KIF23","KIF4A",0.955
"KIF11","KIF4A",0.952
"KIF4A","NDC80",0.821
"CENPE","KIF4A",0.957
"ANLN","KIF4A",0.782
"KIF4A","NUF2",0.911
"CDCA5","KIF4A",0.887
"BUB1B","KIF4A",0.968
"CCNB2","KIF4A",0.864
"KIF4A","MAD2L1",0.726
"KIF4A","MELK",0.964
"KIF4A","TPX2",0.965
"BIRC5","KIF4A",0.925
"BUB1","KIF4A",0.952
"KIF4A","SHCBP1",0.738
"KIF4A","SPAG5",0.887
"KIF15","KIF4A",0.917
"CDKN3","KIF4A",0.803
"KIF4A","SMC4",0.725
"FOXM1","KIF4A",0.897
"KIF4A","UBE2C",0.905
"KIF4A","RRM2",0.927
"CENPF","KIF4A",0.879
"DTL","KIF4A",0.728
"KIF4A","NEK2",0.858
"KIF14","KIF4A",0.921
"ASPM","KIF4A",0.952
"KIF4A","MKI67",0.871
"KIF4A","TTK",0.921
"CEP55","KIF4A",0.951
"KIF2C","KIF4A",0.947
"CDC20","KIF4A",0.941
"CDCA8","KIF4A",0.932
"KIF4A","ZWINT",0.848
"KIF4A","TK1",0.718
"BRCA2","KIF4A",0.725
"CDC45","KIF4A",0.73
"KIF4A","PTTG1",0.786
"DEPDC1","KIF4A",0.797
"ECT2","KIF4A",0.82
"FAM83D","KIF4A",0.828
"HMMR","KIF4A",0.877
"CCNA2","KIF4A",0.895
"CDK1","KIF4A",0.911
"KIF4A","TOP2A",0.915
"KIF4A","NUSAP1",0.924
"CDCA3","KIF4A",0.927
"KIF4A","PBK",0.938
"KIF20A","KIF4A",0.992
"KIF4A","PRC1",0.995
"IRS1","KL",0.931
"FGF3","KL",0.991
"FGFR3","KL",0.966
"IRS2","KL",0.926
"FGFR2","KL",0.806
"GALNT3","KL",0.819
"KLB","PTPN11",0.702
"FGF3","KLB",0.903
"FGFR3","KLB",0.905
"FGFR2","KLB",0.938
"EP300","KLF1",0.758
"KLF1","SOX6",0.754
"KLF1","LDB2",0.802
"HBB","KLF1",0.889
"EPB42","KLF1",0.894
"KLF1","TAL1",0.928
"KLF12","TFAP2A",0.781
"EP300","KLF15",0.716
"CCR7","KLF2",0.804
"JUN","KLF2",0.72
"FOXO1","KLF2",0.733
"KLF2","MYC",0.779
"EP300","KLF2",0.78
"KLF2","S1PR1",0.856
"KLF4","TBX3",0.878
"CDH1","KLF4",0.809
"KLF4","SMAD2",0.832
"EP300","KLF4",0.945
"EPAS1","KLF4",0.704
"FGF2","KLF4",0.743
"KLF4","TP53",0.925
"FOS","KLF4",0.705
"EZH2","KLF4",0.715
"KLF4","SMAD4",0.709
"KLF4","SMARCA4",0.742
"KDM6A","KLF4",0.724
"KLF4","TET2",0.795
"FOXO1","KLF4",0.861
"KLF4","PBX1",0.862
"KLF4","MYC",0.945
"KMO","KYNU",0.999
"KMO","OPN3",0.867
"KMO","QPRT",0.83
"KMO","TDO2",0.9
"KNL1","OIP5",0.758
"DLGAP5","KNL1",0.748
"CCNB1","KNL1",0.789
"KIF23","KNL1",0.762
"KIF11","KNL1",0.759
"KNL1","NDC80",0.995
"CENPE","KNL1",0.9
"KNL1","NUF2",0.992
"CDCA5","KNL1",0.726
"CENPU","KNL1",0.895
"BUB1B","KNL1",0.999
"CCNB2","KNL1",0.829
"KNL1","MAD2L1",0.815
"BUB1","KNL1",0.999
"KNL1","ZWILCH",0.759
"KNL1","SGO2",0.709
"KNL1","TOP2A",0.711
"KIF2C","KNL1",0.717
"BRCA2","KNL1",0.741
"ASPM","KNL1",0.755
"CDCA8","KNL1",0.757
"KNL1","TTK",0.774
"CENPF","KNL1",0.784
"CDK1","KNL1",0.838
"CENPN","KNL1",0.844
"CENPK","KNL1",0.854
"CDC20","KNL1",0.95
"BUB3","KNL1",0.996
"KNL1","ZWINT",0.999
"DLGAP5","KPNA2",0.705
"CCNB1","KPNA2",0.84
"KIF23","KPNA2",0.778
"ANLN","KPNA2",0.714
"CCNB2","KPNA2",0.794
"KPNA2","MELK",0.719
"KPNA2","TPX2",0.867
"BIRC5","KPNA2",0.818
"FEN1","KPNA2",0.858
"KPNA2","TNPO1",0.779
"KPNA2","UBE2C",0.806
"KPNA2","RRM2",0.743
"KPNA2","STAT1",0.76
"CDC20","KPNA2",0.712
"CKS2","KPNA2",0.789
"CDK1","KPNA2",0.848
"KPNA2","TOP2A",0.742
"BRCA1","KPNA2",0.747
"KPNA2","PBK",0.765
"KPNA2","MYC",0.701
"KPNA2","TK1",0.707
"KPNA2","RAN",0.944
"ARHGEF6","KRAS",0.912
"KRAS","NTRK2",0.703
"FGF3","KRAS",0.703
"IDH2","KRAS",0.712
"ATM","KRAS",0.718
"BRCA1","KRAS",0.721
"BRCA2","KRAS",0.721
"CDH1","KRAS",0.723
"CDK1","KRAS",0.727
"FN1","KRAS",0.728
"KRAS","RASA3",0.729
"KRAS","NCAM1",0.735
"KRAS","PPARG",0.757
"EP300","KRAS",0.757
"ESR1","KRAS",0.764
"FGF2","KRAS",0.82
"ERBB4","KRAS",0.862
"KRAS","MYC",0.872
"KRAS","SMAD4",0.917
"ERBB3","KRAS",0.919
"KRAS","LZTR1",0.921
"GNAI1","KRAS",0.926
"KRAS","PTEN",0.936
"KRAS","RASGRF2",0.946
"KRAS","TP53",0.949
"KRAS","PTPN11",0.953
"KRAS","MAP3K1",0.953
"KRAS","PIK3R1",0.963
"ERBB2","KRAS",0.966
"FGFR3","KRAS",0.971
"FGFR2","KRAS",0.973
"ALK","KRAS",0.989
"HRAS","KRAS",0.992
"CDKN2A","KRAS",0.992
"KRAS","NF1",0.996
"EGFR","KRAS",0.997
"KRAS","PIK3CA",0.998
"KRT14","KRT15",0.731
"KRT14","KRT15",0.731
"CDH1","KRT18",0.881
"EPCAM","KRT18",0.789
"EGFR","KRT18",0.84
"KRT18","PKP3",0.707
"KRT18","KRT19",0.928
"DSP","KRT18",0.957
"KRT18","KRT8",0.999
"CDH1","KRT19",0.747
"EPCAM","KRT19",0.888
"KRT19","KRT7",0.701
"KRT19","MUC1",0.775
"GPC3","KRT19",0.785
"KRT19","KRT8",0.796
"DSP","KRT19",0.84
"KRT18","KRT19",0.928
"KRT7","MIF",0.76
"CDH1","KRT7",0.787
"EPCAM","KRT7",0.735
"KRT7","TP53",0.787
"KRT7","PIP",0.848
"CALB2","KRT7",0.789
"KRT19","KRT7",0.701
"KRT7","NCAM1",0.736
"GATA3","KRT7",0.743
"KRT7","KRT8",0.746
"KRT7","MUC1",0.768
"KRT7","MME",0.804
"CDH1","KRT8",0.826
"EPCAM","KRT8",0.845
"KRT8","TP53",0.763
"EGFR","KRT8",0.754
"HSPA5","KRT8",0.741
"KRT7","KRT8",0.746
"KRT8","PPL",0.791
"KRT19","KRT8",0.796
"ANXA1","KRT8",0.723
"DSP","KRT8",0.869
"KRT18","KRT8",0.999
"CAT","KYNU",0.914
"KYNU","SQLE",0.818
"KYNU","QPRT",0.866
"KYNU","TDO2",0.998
"KMO","KYNU",0.999
"LAMA2","SGCG",0.732
"LAMA2","LAMA4",0.768
"ITGA1","LAMA2",0.849
"DMD","LAMA2",0.978
"LAMA2","SGCB",0.703
"ITGA7","LAMA2",0.906
"ITGA1","LAMA3",0.746
"DST","LAMA3",0.839
"LAMA3","SV2B",0.7
"ITGA7","LAMA3",0.799
"DMD","LAMA4",0.702
"LAMA4","ME1",0.732
"LAMA2","LAMA4",0.768
"ITGA1","LAMA4",0.809
"FN1","LAMA4",0.814
"ITGA7","LAMA4",0.894
"LAMA4","MCAM",0.961
"EGFR","LAPTM4B",0.927
"KLF1","LDB2",0.802
"LDB2","TAL1",0.995
"LEF1","TWIST1",0.703
"LEF1","SOX4",0.822
"CDH1","LEF1",0.751
"LEF1","SMAD2",0.978
"EP300","LEF1",0.981
"LEF1","LRP5",0.728
"LEF1","STAT5A",0.75
"EBF1","LEF1",0.755
"LEF1","SMARCA4",0.758
"IKZF3","LEF1",0.786
"LEF1","TCF7L2",0.791
"LEF1","MSX1",0.829
"LEF1","RUNX2",0.838
"LEF1","MYB",0.856
"CEBPA","LEF1",0.862
"LEF1","MYC",0.893
"LEF1","SOX17",0.953
"LEF1","SMAD4",0.999
"LEP","SERPINE1",0.851
"LEP","LRP1",0.735
"LEP","LIPE",0.76
"LEP","PXDN",0.742
"FABP4","LEP",0.804
"EGFR","LEP",0.839
"LEP","PPARG",0.948
"LEP","PLIN1",0.846
"IRS1","LEP",0.963
"LEP","STAT5A",0.722
"LEP","SCD",0.723
"LEP","RARRES2",0.725
"LEP","PCK1",0.727
"LEP","RBP4",0.741
"FOXO1","LEP",0.749
"LEP","LIFR",0.761
"FTO","LEP",0.761
"LEP","SPP1",0.764
"CFD","LEP",0.769
"CIDEC","LEP",0.773
"ESR1","LEP",0.806
"LEP","PTPN11",0.808
"LEP","LPL",0.828
"LEP","PRLR",0.848
"GHR","LEP",0.885
"IRS2","LEP",0.891
"CLU","LEP",0.899
"IGF1","LEP",0.907
"CEBPA","LEP",0.943
"ADIPOQ","LEP",0.994
"LGR6","RNF43",0.781
"DLX2","LHX6",0.793
"LHX6","SSBP4",0.798
"CALB2","LHX6",0.768
"LHX6","MSX1",0.738
"LIFR","PIK3CA",0.915
"LEP","LIFR",0.761
"LIFR","PTPN11",0.73
"LIFR","PIK3R1",0.911
"CFL2","LIMK2",0.99
"LIMS2","PARVA",0.974
"DGAT2","LIPE",0.701
"APOB","LIPE",0.788
"LIPE","PLIN4",0.705
"CD36","LIPE",0.707
"FABP5","LIPE",0.737
"LEP","LIPE",0.76
"CIDEC","LIPE",0.812
"CIDEA","LIPE",0.853
"LIPE","PPARG",0.857
"LIPE","PLIN5",0.859
"ADIPOQ","LIPE",0.86
"LIPE","MLXIPL",0.9
"LIPE","LPL",0.903
"LIPE","MGLL",0.927
"LIPE","PRKAR2B",0.928
"LIPE","PNPLA2",0.971
"FABP4","LIPE",0.999
"LIPE","PLIN1",0.999
"LLGL2","SLC7A5",0.883
"LLGL2","PRKCI",0.996
"LLGL2","PARD6B",0.971
"LMNB1","PXDN",0.728
"CCNB1","LMNB1",0.725
"KIF20A","LMNB1",0.731
"BRCA1","LMNB1",0.809
"LMNB1","ZWINT",0.848
"CDK1","LMNB1",0.897
"LMNB1","TMPO",0.981
"LMOD1","MYL9",0.844
"LMOD1","MYH11",0.951
"FBLN5","LOXL4",0.755
"CETP","LPL",0.94
"APOB","LPL",0.94
"LPL","LRP1",0.987
"LIPE","LPL",0.903
"FABP4","LPL",0.965
"LPL","MGLL",0.967
"LPL","PPARG",0.941
"ANGPTL4","LPL",0.994
"LEP","LPL",0.828
"CLU","LPL",0.773
"LPL","PLPP2",0.913
"LPL","PNPLA2",0.97
"LPL","PLPP3",0.917
"LPL","VLDLR",0.911
"ADIPOQ","LPL",0.794
"LPL","PLPP5",0.9
"CD36","LPL",0.877
"ACSL1","LPL",0.928
"CEBPA","LPL",0.725
"LPL","PCSK5",0.777
"APOC1","LPL",0.866
"GPIHBP1","LPL",0.999
"DCN","LRP1",0.839
"LRP1","SERPINE1",0.988
"LRP1","LTF",0.902
"CLU","LRP1",0.715
"LRP1","PLAUR",0.718
"LEP","LRP1",0.735
"CD36","LRP1",0.742
"HSPG2","LRP1",0.809
"EGFR","LRP1",0.838
"LRP1","MMP9",0.889
"GULP1","LRP1",0.899
"LPL","LRP1",0.987
"LRP5","SFRP1",0.91
"LRP5","SERPINF1",0.933
"LEF1","LRP5",0.728
"LRP5","RUNX2",0.83
"LRP5","RNF43",0.881
"ADGRA2","LRP5",0.908
"BAMBI","LRP5",0.916
"LRP5","WNT11",0.946
"APCDD1","LRP5",0.991
"FZD4","LRP5",0.999
"LSP1","TOX3",0.892
"COX11","LSP1",0.711
"CLEC7A","LSP1",0.916
"CD209","LSP1",0.991
"BRCA2","LSP1",0.706
"LSP1","RAD51B",0.703
"LSP1","SLC4A7",0.743
"LSP1","MAP3K1",0.761
"APOB","LSR",0.847
"LSR","MARVELD2",0.949
"LTF","MB",0.707
"LTF","PIP",0.735
"CD209","LTF",0.766
"LTF","MMP9",0.768
"LTF","SPP1",0.772
"LTF","LYZ",0.901
"LRP1","LTF",0.902
"CLU","LTF",0.993
"CLEC7A","LY75-CD302",0.722
"CD209","LY75-CD302",0.866
"CDH5","LYVE1",0.707
"CD34","LYVE1",0.716
"LYVE1","VWF",0.724
"EMCN","LYVE1",0.746
"HMMR","LYVE1",0.853
"LTF","LYZ",0.901
"KRAS","LZTR1",0.921
"LZTR1","MRAS",0.735
"HRAS","LZTR1",0.861
"ENC1","LZTR1",0.9
"MAD2L1","TRIP13",0.994
"AURKA","MAD2L1",0.929
"MAD2L1","OIP5",0.854
"MAD2L1","RAD51AP1",0.859
"MAD2L1","MND1",0.837
"DLGAP5","MAD2L1",0.906
"MAD2L1","NCAPG",0.837
"CCNB1","MAD2L1",0.988
"KIF23","MAD2L1",0.821
"KIF11","MAD2L1",0.973
"MAD2L1","NDC80",0.968
"MAD2L1","MCM4",0.855
"MAD2L1","MCM2",0.757
"CENPE","MAD2L1",0.942
"MAD2L1","NUF2",0.981
"CENPU","MAD2L1",0.837
"BUB1B","MAD2L1",0.999
"CCNB2","MAD2L1",0.962
"FOXM1","MAD2L1",0.71
"CHEK2","MAD2L1",0.712
"MAD2L1","SHCBP1",0.712
"MAD2L1","TK1",0.714
"CDCA3","MAD2L1",0.722
"KIF4A","MAD2L1",0.726
"CEP55","MAD2L1",0.73
"MAD2L1","SPAG5",0.745
"MAD2L1","SMC4",0.763
"MAD2L1","PCLAF",0.774
"ECT2","MAD2L1",0.779
"MAD2L1","PCNA",0.792
"EXO1","MAD2L1",0.8
"HMMR","MAD2L1",0.801
